id,gender,class,gpa,scale1,scale2
11426,male,junior,2.82,4,8
11427,female,sophomore,2.35,5,4
11428,female,freshman,2.64,2,7
11429,male,sophomore,3.03,4,9
11430,female,freshman,3.11,3,8
11431,male,junior,3.17,5,1
11432,female,senior,2.27,4,3
11433,male,freshman,3.28,1,5
11434,female,freshman,3.76,3,6
11435,male,junior,2.97,4,9
11436,male,junior,2.68,2,6
11437,male,junior,3.43,2,9
11438,female,sophomore,2.1,2,7
11439,female,freshman,1.98,3,9
11440,female,sophomore,3.4,5,8
11441,male,senior,2.98,3,3
11442,male,senior,2.48,5,3
11443,male,junior,2.72,1,9
11444,male,junior,2.34,2,1
11445,male,sophomore,1.73,3,7
11446,male,freshman,3.36,3,4
11447,male,senior,2.34,3,3
11448,female,freshman,2.99,3,7
11449,female,freshman,2.69,4,2
11450,male,freshman,2.34,5,3
11451,female,senior,2.38,2,2
11452,female,sophomore,2.21,3,9
11453,female,senior,2.67,2,3
11454,male,junior,3.2,3,3
11455,female,freshman,3.15,3,9
11456,male,senior,2.34,2,8
11457,male,senior,2.57,4,8
11458,male,junior,2.66,3,2
11459,female,junior,2.98,2,3
11460,female,senior,2.33,1,1
11461,male,senior,3.71,3,6
11462,male,junior,2.16,3,3
11463,female,freshman,2.46,5,7
11464,female,sophomore,2.76,4,2
11465,male,junior,2.38,3,4
11466,female,senior,2.14,3,7
11467,female,junior,3,2,2
11468,female,junior,2.81,4,6
11469,female,senior,3.44,1,5
11470,female,senior,2.82,2,3
11471,female,senior,2.38,1,6
11472,female,junior,2.75,3,2
11473,female,senior,3.3,4,3
11474,male,senior,2.55,5,4
11475,male,sophomore,2.95,3,3
11476,male,junior,3.16,1,3
11477,female,freshman,2.25,5,3
11478,male,sophomore,2.9,5,8
11479,male,freshman,3.68,1,8
11480,male,junior,2.54,3,7
11481,female,junior,3.03,1,1
11482,female,sophomore,3.06,2,1
11483,male,senior,2.25,3,3
11484,female,sophomore,3.32,3,7
11485,female,sophomore,2.61,4,3
11486,male,freshman,3.31,3,6
11487,female,senior,2.85,3,3
11488,male,junior,2,3,3
11489,male,sophomore,2.8,5,6
11490,male,freshman,2.4,3,5
11491,female,freshman,2.89,2,3
11492,male,sophomore,2.6,3,2
11493,female,senior,2.31,1,7
11494,male,junior,3.23,1,2
11495,female,freshman,2.19,1,3
11496,male,junior,2.02,2,5
11497,female,senior,2.8,3,5
11498,female,freshman,2.67,2,8
11499,female,sophomore,3.03,3,4
11500,female,junior,3.12,1,9
11501,female,freshman,2.2,4,3
11502,female,sophomore,2.84,4,1
11503,female,freshman,3.1,3,2
11504,male,senior,3.11,3,4
11505,male,senior,2.69,2,4
11506,male,freshman,3.16,2,5
11507,female,senior,2.09,2,3
11508,female,freshman,3.18,3,9
11509,male,sophomore,2.53,2,7
11510,female,junior,2.5,3,5
11511,male,junior,2.32,1,2
11512,male,junior,2.73,2,1
11513,male,sophomore,2.38,3,8
11514,female,junior,2.46,2,7
11515,male,senior,2.9,2,9
11516,female,senior,2.85,2,4
11517,male,junior,3.08,2,6
11518,male,sophomore,2.1,1,4
11519,male,senior,2.8,1,2
11520,female,freshman,2.92,4,2
11521,male,freshman,2.41,3,9
11522,female,freshman,2.56,5,9
11523,female,sophomore,2.72,3,8
11524,female,sophomore,2.75,1,9
11525,male,senior,2.11,2,4
11526,female,freshman,3.08,3,9
11527,male,senior,3.03,2,5
11528,female,senior,3.64,2,2
11529,female,junior,2.45,2,7
11530,female,senior,2.88,3,8
11531,male,junior,2.6,3,1
11532,male,junior,3.58,1,7
11533,female,sophomore,2.88,1,7
11534,male,sophomore,2.61,3,6
11535,male,junior,2.75,1,4
11536,male,sophomore,2.61,2,1
11537,male,junior,2.42,3,7
11538,female,freshman,2.6,2,9
11539,male,sophomore,2.18,4,8
11540,male,sophomore,2.81,3,2
11541,female,freshman,2.52,3,9
11542,male,junior,2.68,1,8
11543,male,freshman,3.02,5,6
11544,male,sophomore,3.34,3,4
11545,male,senior,2.27,1,4
11546,female,freshman,2.14,3,6
11547,male,junior,3.01,4,2
11548,female,senior,2.96,1,9
11549,female,junior,3.88,3,5
11550,male,junior,2.28,2,8
11551,female,sophomore,2.78,2,7
11552,female,senior,2.59,2,9
11553,male,senior,2.18,2,8
11554,female,freshman,2.72,3,5
11555,female,freshman,2.67,5,4
11556,female,freshman,2.74,5,3
11557,female,senior,2.9,2,9
11558,female,junior,2.77,4,7
11559,male,senior,3.29,4,7
11560,female,freshman,2.66,5,2
11561,female,junior,2.98,3,5
11562,female,junior,1.74,5,4
11563,female,senior,3.14,4,4
11564,male,freshman,3.13,5,6
11565,male,freshman,2.68,3,4
11566,female,junior,2.62,2,3
11567,female,freshman,3.08,2,2
11568,male,freshman,2.45,1,5
11569,female,sophomore,2.63,2,9
11570,female,senior,2.62,5,9
11571,male,senior,2.02,4,2
11572,female,senior,2.44,3,1
11573,female,freshman,2.5,2,7
11574,male,freshman,2.93,2,1
11575,male,senior,2.91,1,6
11576,male,junior,2.11,2,3
11577,male,sophomore,2.88,2,3
11578,female,freshman,2.8,4,8
11579,male,sophomore,3.11,5,7
11580,female,freshman,2.7,2,4
11581,female,freshman,2.58,1,3
11582,male,freshman,2.28,5,5
11583,female,junior,2.62,4,8
11584,female,sophomore,2.95,3,2
11585,female,sophomore,2.7,3,4
11586,female,freshman,3.94,1,1
11587,female,freshman,2.52,3,9
11588,male,senior,2.69,3,7
11589,female,junior,2.78,3,8
11590,male,senior,2.59,4,9
11591,female,senior,2.98,4,4
11592,male,junior,2.55,2,3
11593,female,junior,2.71,3,5
11594,male,junior,2.35,3,6
11595,female,senior,3.58,1,9
11596,male,junior,2.73,1,1
11597,female,senior,3.36,1,2
11598,male,senior,3.49,1,5
11599,female,junior,3.51,3,1
11600,male,senior,3,2,3
11601,male,freshman,2.05,1,9
11602,male,sophomore,2,3,3
11603,male,sophomore,2.52,5,2
11604,male,sophomore,2.53,4,4
11605,female,freshman,2.77,1,1
11606,female,sophomore,2.96,3,7
11607,female,sophomore,2.96,5,9
11608,female,senior,2.59,2,4
11609,female,senior,2.35,1,9
11610,male,senior,3.13,5,3
11611,female,junior,2.67,3,3
11612,female,senior,3.38,5,3
11613,male,junior,1.79,2,4
11614,female,sophomore,3.47,3,5
11615,female,junior,2.96,1,8
11616,female,freshman,2.67,4,3
11617,male,senior,3.19,3,3
11618,female,sophomore,2.7,2,1
11619,male,senior,2.7,2,5
11620,male,senior,3.37,1,5
11621,female,senior,2.62,2,8
11622,male,freshman,2.73,3,4
11623,male,junior,3.06,4,6
11624,male,freshman,2.5,1,9
11625,female,senior,2.46,2,9
11626,male,freshman,2.69,5,1
11627,female,sophomore,2.45,5,9
11628,male,senior,2.99,2,3
11629,female,sophomore,2.84,4,5
11630,male,freshman,2.01,4,8
11631,male,sophomore,2.68,1,6
11632,female,junior,2.81,5,4
11633,female,sophomore,2.57,2,6
11634,female,freshman,2.65,2,3
11635,female,freshman,2.76,3,1
11636,female,sophomore,2.18,1,2
11637,female,sophomore,2.22,5,8
11638,female,sophomore,2.57,3,8
11639,female,sophomore,2.82,4,2
11640,female,freshman,3.31,3,2
11641,male,junior,2.65,1,7
11642,female,senior,2.89,5,3
11643,male,freshman,2.2,2,7
11644,male,junior,3.04,1,7
11645,male,freshman,2.18,4,9
11646,female,junior,3.3,1,5
11647,male,junior,3.27,1,6
11648,male,senior,2.84,1,9
11649,female,junior,2.17,3,2
11650,male,freshman,2.3,3,3
11651,female,freshman,3.07,2,8
11652,female,junior,3.07,4,5
11653,male,freshman,2.11,5,8
11654,female,freshman,2.1,1,5
11655,female,junior,2.85,1,1
11656,female,sophomore,2.22,4,4
11657,female,senior,3.01,2,5
11658,female,senior,2.7,4,9
11659,male,junior,2.87,3,7
11660,male,freshman,3.35,4,7
11661,male,freshman,2.78,3,5
11662,male,freshman,1.85,3,1
11663,male,junior,2.88,5,9
11664,female,junior,2.33,5,7
11665,female,freshman,3.18,4,6
11666,female,sophomore,2.65,2,2
11667,male,senior,3.24,2,2
11668,female,sophomore,2.64,2,8
11669,female,sophomore,3.43,1,7
11670,female,sophomore,2.67,3,5
11671,female,senior,2.79,4,1
11672,male,sophomore,2.92,1,9
11673,female,freshman,3.39,4,3
11674,male,sophomore,2.54,2,9
11675,female,sophomore,3.18,4,3
11676,female,junior,3.15,3,6
11677,male,freshman,2.25,1,7
11678,male,freshman,3.11,4,8
11679,female,sophomore,2.45,2,4
11680,male,junior,2.19,1,8
11681,female,sophomore,2.84,1,6
11682,female,sophomore,3.3,3,7
11683,male,junior,2.26,4,2
11684,female,freshman,2.46,3,4
11685,male,senior,2.25,4,9
11686,male,junior,2.97,3,6
11687,female,junior,2.96,2,2
11688,male,senior,2.29,3,4
11689,female,freshman,1.95,2,4
11690,female,sophomore,3.13,4,8
11691,male,junior,2.35,2,6
11692,female,senior,2.04,3,4
11693,male,junior,2.88,2,3
11694,female,senior,1.91,1,2
11695,male,senior,2.21,4,2
11696,female,sophomore,2.86,5,7
11697,female,senior,2.59,2,8
11698,female,freshman,2.08,1,5
11699,male,senior,2.68,2,9
11700,male,freshman,2.97,2,3
11701,male,junior,3.3,2,8
11702,male,junior,2.79,3,4
11703,male,sophomore,3.31,1,9
11704,female,freshman,2.63,4,1
11705,female,senior,2.29,3,3
11706,male,sophomore,2.78,1,2
11707,female,sophomore,3.13,1,4
11708,female,freshman,2.19,3,5
11709,male,junior,2.78,4,3
11710,female,junior,2.16,4,9
11711,female,freshman,2.67,3,1
11712,female,senior,2.57,2,3
11713,female,sophomore,2.53,3,4
11714,male,senior,2.75,2,1
11715,male,senior,3.13,4,6
11716,female,junior,3.08,2,9
11717,male,freshman,2.19,4,8
11718,male,senior,2.72,3,5
11719,male,junior,2.58,4,9
11720,female,senior,3.14,2,9
11721,male,freshman,2.71,3,5
11722,female,junior,2.12,2,3
11723,male,sophomore,2.27,1,1
11724,male,sophomore,2.42,3,1
11725,male,freshman,2.95,2,3
11726,female,junior,2.91,2,9
11727,female,freshman,2.76,2,1
11728,male,junior,2.42,1,4
11729,female,freshman,2.56,1,6
11730,female,senior,2.85,2,6
11731,female,sophomore,2.19,3,3
11732,female,sophomore,2.12,4,1
11733,female,sophomore,2.61,3,3
11734,female,junior,2.52,3,3
11735,male,sophomore,3.32,2,3
11736,male,freshman,3.22,3,6
11737,male,sophomore,2.66,4,1
11738,male,sophomore,3.47,1,1
11739,female,junior,2.93,2,6
11740,female,senior,3.11,3,3
11741,male,senior,2.13,4,4
11742,male,junior,2.58,3,6
11743,female,freshman,2.79,4,8
11744,female,senior,2.38,1,2
11745,male,junior,2.61,1,5
11746,female,sophomore,2.39,3,1
11747,male,sophomore,2.94,1,2
11748,female,sophomore,2.71,2,6
11749,female,senior,2.49,4,1
11750,female,freshman,2.31,3,5
11751,male,senior,2.26,4,5
11752,male,sophomore,2.81,3,6
11753,male,sophomore,2.91,3,8
11754,male,junior,2.57,3,6
11755,female,sophomore,3.25,3,4
11756,female,junior,2.55,4,5
11757,female,junior,3.78,3,4
11758,male,sophomore,2.63,3,4
11759,female,junior,2.49,3,6
11760,female,junior,1.81,3,8
11761,male,freshman,3.55,2,3
11762,female,junior,2.74,3,6
11763,female,senior,2.96,1,6
11764,male,freshman,3.03,3,9
11765,female,freshman,3.14,3,1
11766,female,sophomore,2.72,1,1
11767,male,junior,2.57,4,5
11768,male,junior,2.94,1,4
11769,male,junior,2.92,4,1
11770,female,freshman,3.06,1,5
11771,male,freshman,2.33,4,7
11772,male,junior,2.94,1,2
11773,male,senior,2.71,1,8
11774,female,sophomore,3.03,1,2
11775,female,sophomore,2.57,3,9
11776,female,junior,3.06,3,9
11777,female,freshman,2.69,5,9
11778,female,junior,2.73,3,6
11779,male,sophomore,2.53,5,6
11780,female,sophomore,2.8O,4,1
11781,male,junior,2.64,4,5
11782,male,freshman,2.22,2,6
11783,female,junior,2.54,4,7
11784,female,sophomore,2.98,4,3
11785,male,sophomore,2.03,4,6
11786,male,freshman,2.71,3,9
11787,female,sophomore,2.63,2,7
11788,male,freshman,3.44,1,9
11789,male,freshman,3.01,1,8
11790,female,sophomore,2.34,3,4
11791,female,freshman,2.15,4,3
11792,female,junior,2.4,5,1
11793,male,junior,1.69,2,7
11794,female,sophomore,2.94,3,8
11795,female,sophomore,2.01,4,9
11796,female,sophomore,2.89,3,9
11797,male,junior,2.91,3,9
11798,male,freshman,2.89,3,9
11799,male,junior,2.74,3,1
11800,female,freshman,2.77,5,8
11801,male,junior,2.85,2,9
11802,female,sophomore,3.37,2,9
11803,male,sophomore,3.88,4,9
11804,female,junior,2.93,1,1
11805,female,senior,1.99,1,6
11806,male,senior,3.17,3,6
11807,female,senior,2.5,2,5
11808,female,sophomore,3.29,2,5
11809,male,freshman,3.35,2,5
11810,female,junior,3.04,3,3
11811,male,sophomore,3.34,2,6
11812,male,freshman,2.67,4,8
11813,female,senior,2.84,4,9
11814,male,junior,2.33,3,9
11815,female,senior,3.48,4,5
11816,female,freshman,1.99,2,2
11817,male,freshman,2.81,1,1
11818,male,freshman,1.54,3,8
11819,male,freshman,3.17,2,8
11820,male,freshman,2.66,2,1
11821,female,freshman,2.41,2,4
11822,male,senior,2.92,5,9
11823,male,senior,2.88,4,3
11824,female,sophomore,3.27,2,8
11825,male,sophomore,2.75,3,9
11826,male,senior,2.35,3,5
11827,female,senior,2.5,5,3
11828,female,junior,2.31,1,1
11829,male,senior,3.27,2,8
11830,female,senior,2.97,5,8
11831,female,freshman,2.98,3,9
11832,male,senior,2.85,2,1
11833,male,junior,2.62,4,2
11834,male,junior,3.37,4,9
11835,female,senior,2.97,1,1
11836,male,senior,2.89,4,9
11837,female,freshman,2.18,5,3
11838,male,freshman,2.07,3,9
11839,male,freshman,2.78,2,7
11840,female,freshman,2.48,3,3
11841,male,freshman,2.69,5,5
11842,male,senior,2.77,3,2
11843,male,junior,2.7,2,9
11844,male,junior,2.84,5,8
11845,female,sophomore,2.99,2,5
11846,female,junior,3.62,3,4
11847,male,sophomore,2.67,4,7
11848,male,freshman,2.07,2,8
11849,female,senior,2.43,1,2
11850,female,freshman,2.29,2,1
11851,male,junior,2.68,3,8
11852,female,sophomore,2.38,3,7
11853,female,junior,2.52,3,8
11854,female,junior,2.14,4,9
11855,male,junior,2.64,3,9
11856,female,freshman,3.26,2,7
11857,male,sophomore,2.82,3,6
11858,female,junior,3.01,4,2
11859,male,sophomore,2.06,5,5
11860,male,sophomore,2.7,1,5
11861,female,freshman,2.56,3,7
11862,female,senior,3.34,2,8
11863,female,senior,2.77,4,7
11864,female,freshman,2.97,3,5
11865,female,sophomore,3.38,4,2
11866,female,sophomore,2.32,4,5
11867,female,sophomore,3.4,4,9
11868,male,junior,2.06,2,5
11869,female,junior,2.26,3,8
11870,male,sophomore,2.25,1,7
11871,female,senior,2.38,4,4
11872,male,senior,2.48,1,8
11873,female,sophomore,2.18,4,1
11874,male,junior,3.26,2,1
11875,male,senior,3.69,3,7
11876,male,freshman,3.04,3,3
11877,male,senior,2.71,3,8
11878,female,senior,3,2,8
11879,male,senior,2.74,4,7
11880,female,junior,2.74,3,4
11881,male,senior,2.95,4,6
11882,male,junior,2.27,3,4
11883,female,junior,2.61,2,7
11884,male,junior,3.01,2,4
11885,male,freshman,2.79,3,5
11886,female,freshman,2.35,1,8
11887,male,senior,3.1,1,2
11888,male,junior,2.84,1,8
11889,female,senior,2.24,2,7
11890,female,freshman,3.11,3,8
11891,female,junior,3.31,1,4
11892,male,senior,2.85,4,3
11893,female,freshman,2.72,2,1
11894,male,junior,3.18,1,2
11895,male,junior,2.75,4,6
11896,male,sophomore,2.22,4,5
11897,male,junior,2.98,5,8
11898,female,freshman,1.53,3,3
11899,male,senior,2.99,1,9
11900,female,senior,2.38,1,8
11901,male,freshman,3.01,1,8
11902,female,junior,2.02,4,8
11903,female,sophomore,2.62,2,4
11904,female,freshman,2.92,5,7
11905,female,senior,3.05,3,4
11906,male,senior,2.51,3,1
11907,female,senior,2.25,2,7
11908,male,sophomore,2.73,2,4
11909,male,senior,2.94,2,2
11910,female,sophomore,2.48,3,5
11911,male,freshman,2.78,1,5
11912,female,freshman,2.99,2,1
11913,male,junior,2.29,5,2
11914,female,freshman,2.85,2,3
11915,male,sophomore,1.93,1,3
11916,male,freshman,2.42,2,7
11917,female,senior,3,2,2
11918,female,sophomore,3.21,4,3
11919,male,junior,3.24,4,8
11920,male,sophomore,2.85,3,1
11921,male,senior,3.07,2,5
11922,female,senior,2.79,3,9
11923,female,sophomore,2.93,4,4
11924,female,sophomore,2.75,3,2
11925,male,junior,2.51,3,1
11926,male,senior,2.86,4,1
11927,male,junior,2.21,1,9
11928,male,junirr,2.68,2,7
11929,male,junior,2.76,1,7
11930,male,freshman,2.61,5,4
11931,male,senior,3.19,5,8
11932,female,sophomore,2.16,2,8
11933,female,sophomore,3.01,1,9
11934,male,freshman,3.06,5,5
11935,male,sophomore,2.39,3,6
11936,female,freshman,2.28,3,7
11937,male,sophomore,2.42,1,4
11938,male,junior,2.26,3,1
11939,male,sophomore,2.67,3,3
11940,male,senior,2.39,1,8
11941,female,senior,2.23,1,6
11942,female,senior,2.95,4,8
11943,female,freshman,3.04,1,1
11944,female,junior,3.5,1,9
11945,female,freshman,3.44,3,5
11946,male,sophomore,2.61,3,2
11947,female,freshman,3.25,3,1
11948,female,freshman,3.33,3,7
11949,female,junior,2.82,4,2
11950,male,junior,3.06,4,3
11951,female,freshman,2.58,3,5
11952,female,freshman,2.49,3,2
11953,female,junior,3.05,3,5
11954,male,freshman,2.06,5,7
11955,male,freshman,3.15,2,5
11956,female,freshman,2.8,3,7
11957,male,senior,3.06,1,1
11958,male,junior,2.24,4,9
11959,female,junior,3.51,2,2
11960,female,sophomore,2.99,3,5
11961,male,sophomore,2.53,2,1
11962,female,junior,2.97,3,9
11963,female,freshman,2.67,1,2
11964,female,senior,2.68,3,8
11965,male,sophomore,3.86,3,4
11966,male,junior,2.68,2,3
11967,female,senior,2.93,1,1
11968,male,junior,2.33,1,2
11969,female,junior,2.57,3,8
11970,male,senior,2.62,3,6
11971,female,senior,2.04,1,3
11972,female,senior,2.95,4,9
11973,female,junior,2.9,5,5
11974,male,senior,2.68,1,5
11975,male,junior,3.47,3,8
11976,female,freshman,2.77,3,3
11977,male,freshman,3,4,8
11978,female,freshman,3.2,3,7
11979,male,senior,3.11,3,2
11980,male,senior,3.28,4,1
11981,female,junior,2.2,3,9
11982,male,senior,2.79,2,9
11983,female,junior,3.27,1,6
11984,male,freshman,2.71,3,7
11985,female,senior,2.47,1,3
11986,female,sophomore,2.47,4,9
11987,female,senior,3.11,2,8
11988,male,senior,2.95,2,7
11989,female,freshman,2.99,1,7
11990,male,senior,3.36,3,6
11991,male,junior,2.95,5,7
11992,male,senior,2.83,1,3
11993,male,senior,2.25,2,6
11994,female,sophomore,2.02,3,7
11995,male,senior,2.84,4,5
11996,male,junior,2.64,3,5
11997,female,senior,2.81,3,1
11998,female,senior,2.49,4,7
11999,male,freshman,2.41,3,7
12000,female,sophomore,2.03,5,1
12001,female,sophomore,2.12,2,3
12002,male,senior,2.42,1,7
12003,female,freshman,2.12,1,4
12004,female,senior,1.65,5,8
12005,female,junior,2.62,2,2
12006,female,sophomore,2.43,4,4
12007,female,senior,2.24,5,7
12008,male,junior,2.59,2,4
12009,female,freshman,3.09,1,5
12010,male,freshman,2.05,1,2
12011,male,sophomore,3.2,2,3
12012,male,sophomore,2.74,2,1
12013,male,freshman,2.17,2,7
12014,female,sophomore,2.56,2,7
12015,female,junior,2.45,3,9
12016,female,senior,3.53,1,7
12017,female,freshman,2.41,2,2
12018,female,freshman,2.66,1,8
12019,male,freshman,2.15,1,9
12020,female,freshman,2.86,5,5
12021,female,senior,2.5,2,5
12022,female,junior,2.75,2,2
12023,female,senior,2.79,3,9
12024,female,junior,2.3,5,8
12025,male,freshman,3.27,4,6
12026,female,junior,3.07,4,7
12027,female,junior,3.48,2,1
12028,male,freshman,3.33,4,9
12029,female,junior,2.75,1,7
12030,female,junior,2.13,3,2
12031,male,freshman,2.73,2,9
12032,female,freshman,2.45,2,6
12033,female,junior,2.4,2,3
12034,male,sophomore,3.26,4,6
12035,male,sophomore,2.72,1,1
12036,male,freshman,2.61,3,9
12037,male,sophomore,2.27,3,9
12038,female,junior,3.13,3,2
12039,female,sophomore,3.2,1,5
12040,male,sophomore,2.55,4,4
12041,male,junior,2.55,4,4
12042,female,senior,2.79,5,4
12043,male,sophomore,3.49,4,7
12044,female,freshman,2.57,3,9
12045,female,freshman,3.08,5,2
12046,male,junior,1.97,2,8
12047,female,freshman,2.46,3,9
12048,female,senior,3.01,1,1
12049,female,senior,2.47,2,6
12050,female,junior,3.31,3,7
12051,male,sophomore,2.4,2,9
12052,male,freshman,2.67,2,3
12053,male,senior,2.64,4,2
12054,female,junior,2.96,2,6
12055,male,sophomore,3.28,3,5
12056,female,senior,2.36,1,2
12057,male,senior,3.43,3,5
12058,male,junior,2.94,2,2
12059,female,sophomore,2.42,1,6
12060,male,freshman,2.1,4,7
12061,male,freshman,2.76,4,1
12062,male,senior,2.87,5,3
12063,female,sophomore,2.8,2,3
12064,male,junior,3.22,3,7
12065,male,senior,2.98,5,8
12066,male,senior,3.2,1,6
12067,male,freshman,2.39,3,2
12068,male,freshman,2.13,2,3
12069,male,sophomore,3.04,3,8
12070,female,freshman,2.95,3,1
12071,female,junior,2.79,3,1
12072,male,senior,2.56,5,1
12073,female,freshman,2.32,5,6
12074,male,freshman,2.69,3,5
12075,male,sophomore,2.68,2,9
12076,female,freshman,2.48,4,8
12077,male,junior,2.38,3,9
12078,female,senior,2.91,3,4
12079,male,senior,2.95,4,2
12080,female,sophomore,2.04,3,9
12081,female,junior,2.5,3,8
12082,female,sophomore,2.75,3,9
12083,male,junior,3.07,3,7
12084,male,sophomore,2.38,4,7
12085,male,sophomore,3.47,2,4
12086,female,senior,2.66,4,4
12087,female,sophomore,2.75,1,1
12088,male,sophomore,2.38,4,2
12089,male,freshman,2.01,2,1
12090,female,sophomore,3.35,4,2
12091,male,junior,2.14,2,7
12092,male,freshman,2.93,4,8
12093,male,sophomore,3.04,5,2
12094,female,senior,2.97,1,1
12095,female,sophomore,2.3,4,7
12096,female,senior,2.61,1,3
12097,female,senior,2.89,2,7
12098,female,junior,2.91,2,7
12099,male,junior,2.48,2,4
12100,male,senior,2.6,5,5
12101,male,senior,2.54,4,1
12102,male,junior,2.8,4,5
12103,female,junior,2.48,5,6
12104,male,sophomore,2.83,2,3
12105,female,senior,3.13,2,7
12106,female,freshman,2.75,3,6
12107,female,freshman,2.48,1,8
12108,female,senior,2.72,1,5
12109,female,junior,3.01,1,5
12110,female,sophomore,3.25,5,8
12111,male,sophomore,1.99,2,9
12112,female,junior,3.1,2,6
12113,female,freshman,2.2,5,1
12114,male,sophomore,3.25,1,2
12115,male,senior,3.66,4,1
12116,female,senior,2.31,3,8
12117,male,freshman,2.81,4,6
12118,male,senior,3.27,2,4
12119,male,sophomore,2.78,2,9
12120,female,freshman,2.46,4,9
12121,female,sophomore,2.18,3,7
12122,male,senior,2.66,2,1
12123,male,senior,2.83,3,3
12124,male,sophomore,2.69,5,9
12125,female,junior,2.61,1,9
12126,male,junior,2.73,2,5
12127,male,sophomore,2.21,5,1
12128,female,senior,2.62,2,1
12129,female,senior,3.26,2,8
12130,female,senior,2.72,2,1
12131,male,freshman,2.09,3,3
12132,female,senior,2.3,1,5
12133,male,sophomore,2.89,4,6
12134,female,junior,2.76,1,6
12135,male,freshman,3.16,1,9
12136,female,sophomore,3.07,5,4
12137,female,senior,3.02,4,3
12138,male,sophomore,2.46,4,3
12139,male,sophomore,3.03,4,4
12140,male,freshman,2.52,3,5
12141,female,junior,1.97,1,4
12142,male,sophomore,3.54,1,1
12143,female,junior,2.42,4,1
12144,male,freshman,3.09,2,7
12145,female,sophomore,2.6,4,5
12146,male,senior,3.04,4,9
12147,female,senior,2.51,1,1
12148,male,freshman,2.52,2,3
12149,male,freshman,2.14,4,7
12150,female,freshman,2.59,4,9
12151,male,junior,2.45,1,7
12152,male,senior,2.64,1,6
12153,male,junior,3.05,3,1
12154,male,senior,2.95,1,5
12155,male,sophomore,2.64,3,2
12156,male,senior,2.46,4,5
12157,female,sophomore,3.19,1,6
12158,male,senior,2.49,2,8
12159,male,senior,2.58,1,8
12160,male,freshman,2.39,2,8
12161,male,sophomore,3.57,2,4
12162,male,sophomore,2.28,2,5
12163,male,junior,3.29,4,3
12164,male,senior,3.39,3,7
12165,male,senior,2.45,4,2
12166,male,sophomore,2.79,1,7
12167,male,sophomore,3.17,4,4
12168,female,freshman,2.13,2,1
12169,female,senior,2.76,2,9
12170,male,sophomore,2.95,3,9
12171,male,freshman,3.18,5,5
12172,male,senior,2.74,4,7
12173,male,senior,3.48,2,8
12174,male,sophomore,2.42,2,3
12175,male,sophomore,3.09,2,6
12176,male,freshman,3.32,3,3
12177,female,freshman,3.01,4,7
12178,male,senior,2.51,1,8
12179,female,sophomore,3.31,1,1
12180,female,senior,2.97,2,2
12181,male,sophomore,2.66,3,6
12182,female,junior,2.69,2,7
12183,female,senior,2.5,1,8
12184,female,sophomore,2.38,3,6
12185,male,senior,3.39,3,6
12186,female,freshman,3.01,3,3
12187,male,freshman,1.85,3,4
12188,male,junior,2.96,2,7
12189,male,senior,2.76,1,6
12190,male,freshman,2.51,2,5
12191,male,senior,3.28,1,2
12192,male,sophomore,2.7,3,8
12193,male,freshman,2.95,5,8
12194,male,sophomore,3.6,3,3
12195,female,senior,2.86,5,4
12196,female,freshman,2.5,1,1
12197,male,sophomore,2.32,3,7
12198,female,sophomore,3.08,3,4
12199,male,sophomore,3.02,2,1
12200,female,junior,2.64,4,9
12201,female,freshman,3.38,3,4
12202,male,senior,3.27,1,5
12203,male,junior,3.27,5,1
12204,female,senior,2.87,3,3
12205,female,junior,3.26,2,1
12206,male,senior,2.13,5,9
12207,male,sophomore,1.66,3,4
12208,male,junior,2.4,1,9
12209,female,junior,3.26,1,7
12210,female,sophomore,3.52,3,2
12211,female,junior,2.07,2,9
12212,male,junior,2.84,4,2
12213,female,senior,3.16,3,7
12214,female,senior,2.52,2,6
12215,female,freshman,2.83,2,4
12216,male,senior,3.32,4,2
12217,male,freshman,2.67,2,5
12218,female,freshman,2.89,2,6
12219,female,junior,3.16,4,8
12220,male,junior,2.58,4,8
12221,male,junior,2.76,5,1
12222,female,junior,2.86,3,4
12223,female,senior,2.17,5,2
12224,male,freshman,2.62,5,8
12225,male,sophomore,2.33,4,4b
12226,female,freshman,2.12,4,2
12227,male,junior,2.23,3,8
12228,female,freshman,2.43,5,4
12229,female,sophomore,2.51,4,4
12230,male,junior,3.15,5,5
12231,female,junior,3.43,3,5
12232,female,sophomore,2.91,1,3
12233,male,sophomore,2.18,5,8
12234,male,senior,2.85,1,1
12235,female,junior,3,3,2
12236,male,junior,2.94,3,6
12237,male,freshman,3.03,3,2
12238,male,freshman,2.57,4,8
12239,female,sophomore,2.37,1,2
12240,female,freshman,2.83,4,4
12241,male,freshman,2.9,3,4
12242,female,junior,2.7,3,3
12243,male,junior,2.81,1,9
12244,male,sophomore,2.17,1,6
12245,male,junior,2.56,5,6
12246,female,senior,3.64,1,6
12247,female,sophomore,2.8,1,8
12248,female,freshman,2.56,1,9
12249,female,junior,2.23,5,3
12250,female,senior,3.12,2,9
12251,female,freshman,2.34,4,6
12252,male,sophomore,2.34,3,6
12253,male,senior,3.47,3,5
12254,male,junior,3.34,5,5
12255,female,freshman,2.4,5,7
12256,female,junior,2.7,4,3
12257,male,senior,2.3,4,9
12258,female,sophomore,3.27,1,4
12259,female,freshman,2.57,3,5
12260,female,junior,2.55,2,5
12261,female,senior,2.66,4,7
